DexNumber,Name,FlavorText,Normal,Fire,Water,Grass,Electric,Psychic,Ice,Dragon,Dark,Fairy,Fighting,Flying,Poison,Ground,Rock,Bug,Ghost,Steel
9,Blastoise,Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Blastoise,The pressurized water jets on this brutal Pokémon’s shell are used for high-speed tackles.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Blastoise,It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Blastoise,The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Blastoise,It firmly plants its feet on the ground before shooting water from the jets on its back.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Blastoise,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Caterpie,It releases a stench from its red antennae to repel enemies. It grows by molting repeatedly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,"For protection, it releases a horrible stench from the antenna on its head to drive away enemies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,"If you touch the feeler on top of its head, it will release a horrible stink to protect itself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,"Its body is soft and weak. In nature, its perpetual fate is to be seen by others as food.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,"Perhaps because it would like to grow up quickly, it has a voracious appetite, eating a hundred leaves a day.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,"It’s easy to catch, and it grows quickly, making it one of the top recommendations for novice Pokémon Trainers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,"When attacked by bird Pokémon, it resists by releasing a terrifically strong odor from its antennae, but it often becomes their prey.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,"Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,Its feet have suction cups designed to stick to any surface. It tenaciously climbs trees to forage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,"For protection, it releases a horrible stench from the antennae on its head to drive away enemies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,Its voracious appetite compels it to devour leaves bigger than itself without hesitation. It releases a terribly strong odor from its antennae.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,"It is covered with a green skin. When it grows, it sheds the skin, covers itself with silk, and becomes a cocoon.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,Caterpie,It crawls into foliage where it camouflages itself among leaves that are the same color as its body.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,A steel-hard shell protects its tender body. The Pokémon quietly endures hardships while awaiting evolution.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,"Even though it is encased in a sturdy shell, the body inside is tender. It can’t withstand a harsh attack.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,"It is waiting for the moment to evolve. At this stage, it can only harden, so it remains motionless to avoid attack.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,"Hardens its shell to protect itself. However, a large impact may cause it to pop out of its shell.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,"Its hard shell doesn’t crack a bit even if Pikipek pecks at it, but it will tip over, spilling out its insides.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,Its shell is filled with a thick liquid. All of the cells throughout its body are being rebuilt in preparation for evolution.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,"Its shell is hard, but it’s still just a bug shell. It’s been known to break, so intense battles with it should be avoided.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,Its shell is filled with its soft innards. It doesn’t move much because of the risk it might carelessly spill its innards out.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,The shell covering this Pokémon’s body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,"This Pokémon is vulnerable to attack while its shell is soft, exposing its weak and tender body.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,A steel-hard shell protects its tender body. It quietly endures hardships while awaiting evolution.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,It prepares for evolution by hardening its shell as much as possible to protect its soft body.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,"Inside the shell, it is soft and weak as it prepares to evolve. It stays motionless in the shell.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,Its shell is as hard as an iron slab. A METAPOD does not move very much because it is preparing its soft innards for evolution inside the shell.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Metapod,"This is its pre-evolved form. At this stage, it can only harden, so it remains motionless to avoid attack.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,Butterfree,"Once it has opponents trapped in a tornado that could blow away a 10-ton truck, it finishes them off with its poisonous scales.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,Crystallized Gigantamax energy makes up this Pokémon’s blindingly bright and highly toxic scales.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,It loves the nectar of flowers and can locate flower patches that have even tiny amounts of pollen.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,It collects honey every day. It rubs honey onto the hairs on its legs to carry it back to its nest.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"In battle, it flaps its wings at great speed to release highly toxic dust into the air.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"Its wings, covered with poisonous powder, repel water. This allows it to fly in the rain.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"Nectar from pretty flowers is its favorite food. In fields of flowers, it has heated battles with Cutiefly for territory.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"Its wings are covered in toxic scales. If it finds bird Pokémon going after Caterpie, Butterfree sprinkles its scales on them to drive them off.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"When attacked by other Pokémon, it defends itself by scattering its poisonous scales and fluttering its wings.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,Close examination of its large eyes reveals that each eye is composed of a myriad of tiny eyes.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"Butterfree has a superior ability to search for delicious honey from flowers. It can even search out, extract, and carry honey from flowers that are blooming over six miles from its nest.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"The wings are protected by rain-repellent dust. As a result, this Pokémon can fly about even in rain.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,It loves the honey of flowers and can locate flower patches that have even tiny amounts of pollen.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"Water-repellent powder on its wings enables it to collect honey, even in the heaviest of rains.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"It has a superior ability to search for delicious honey from flowers. It can seek, extract, and carry honey from flowers blooming over six miles away.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"It flits from flower to flower, collecting honey. It can even identify distant flowers in bloom.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"Its wings, covered with poisonous powders, repel water. This allows it to fly in the rain.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,Butterfree,"In battle, it flaps its wings at high speed to release highly toxic dust into the air.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13,Weedle,It eats its weight in leaves every day. It fends off attackers with the needle on its head.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Weedle,Beware of the sharp stinger on its head. It hides in grass and bushes where it eats leaves.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Weedle,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Weedle,Its poison stinger is very powerful. Its bright-colored body is intended to warn off its enemies.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Weedle,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Weedle,It attacks using a two-inch poison barb on its head. It can usually be found under the leaves it eats.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Weedle,A WEEDLE has an extremely acute sense of smell. It distinguishes its favorite kinds of leaves from those it dislikes by sniffing with its big red proboscis (nose).,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Weedle,"Often found in forests, eating leaves. It has a sharp stinger on its head that injects poison.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Weedle,The barb on top of its head secretes a strong poison. It uses this toxic barb to protect itself.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,Weedle,"Often found in forests, eating leaves. It has a sharp venomous stinger on its head.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14,Kakuna,"While awaiting evolution, it hides from predators under leaves and in nooks of branches.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
